gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check
0,41,1,1,92886,39458,60,1,43.33,1,1,28,1,1,1,1,1,1,1,1,0,115.25,6758.45,11.85,0,2599.7999999999997,9346.4,5,0,5328,False,True,False,False,True,True,False
1,38,1,0,92887,20893,72,1,13.72,1,0,0,0,0,0,0,0,0,0,0,0,24.8,1874.3,16.26,0,987.84,2845.88,3,0,6251,False,False,True,False,True,True,False
1,26,0,0,93001,32899,39,1,48.02,0,0,0,0,0,0,0,0,0,0,0,0,19.9,791.15,20.17,0,1872.78,2643.76,4,0,4041,False,False,True,True,False,True,False
0,43,1,0,93003,46894,59,1,29.6,0,1,12,1,0,1,0,0,0,0,1,1,81.25,4639.45,0.0,0,1746.4,6385.85,3,0,4709,False,True,False,True,False,True,False
1,48,1,2,93004,27381,2,1,29.1,0,1,19,0,0,0,0,0,0,0,1,0,69.95,143.9,0.0,0,58.2,202.1,3,0,5010,False,True,False,False,False,True,False
1,53,0,0,93015,16013,71,1,6.75,1,1,15,0,0,1,1,0,0,0,1,1,86.4,6172.0,0.0,0,479.25,6651.25,5,0,4069,False,True,False,False,True,True,False
0,21,1,0,93021,32984,24,1,9.3,1,1,27,1,1,1,0,0,0,0,1,0,66.3,1559.45,32.59,0,223.2,1750.0600000000002,3,0,2235,True,False,False,False,False,True,False
0,41,1,0,93033,77791,37,1,42.45,1,1,23,0,1,0,1,0,1,1,1,0,72.1,2658.4,16.36,0,1570.65,4212.6900000000005,3,0,2703,True,False,False,True,False,True,False
1,60,0,0,93035,25322,11,0,0.0,0,1,22,0,1,1,0,0,0,0,0,0,34.7,383.55,22.53,150,0.0,511.02,5,0,4310,True,False,False,False,False,True,False
0,56,1,0,93041,25634,18,1,29.6,0,1,7,0,0,1,0,1,1,1,1,1,95.95,1745.5,6.72,0,532.8000000000001,2271.58,3,0,5009,False,True,False,False,False,True,False
1,22,1,2,93060,32511,50,1,36.61,0,1,41,0,0,0,0,0,0,0,1,1,44.8,2230.85,36.22,0,1830.5,4025.13,5,0,6115,True,False,False,True,False,False,False
0,53,1,2,93063,49027,67,1,3.3,1,1,19,1,0,1,1,1,1,1,1,1,109.4,7281.6,38.34,0,221.1,7464.360000000001,3,0,4103,False,True,False,True,False,False,False
0,25,1,0,93065,64802,25,1,2.34,0,1,73,1,1,0,1,0,1,1,1,1,71.05,1837.7,28.08,0,58.5,1868.12,4,0,5620,True,False,False,False,False,True,False
1,37,0,0,93067,576,9,1,24.89,0,0,0,0,0,0,0,0,0,0,0,0,19.7,180.7,0.0,0,224.01,404.71,4,0,4194,False,False,True,False,False,True,False
0,52,0,5,93101,31727,10,0,0.0,0,1,57,1,1,0,1,0,0,0,0,0,40.25,411.45,17.96,30,0.0,423.49,3,0,2876,True,False,False,True,False,True,False
0,34,1,0,93103,20893,70,1,40.91,0,0,0,0,0,0,0,0,0,0,0,0,19.85,1328.35,33.29,0,2863.7,4158.76,4,0,4311,False,False,True,False,True,True,False
1,45,0,0,93105,25771,9,1,32.31,0,1,24,1,0,1,1,0,1,1,1,1,68.25,576.95,0.0,0,290.79,867.74,3,0,4366,False,False,False,False,False,False,False
0,53,0,0,93108,12741,4,1,1.3,0,0,0,0,0,0,0,0,0,0,0,1,20.15,68.45,0.0,0,5.2,73.65,3,0,5221,False,False,True,False,False,True,False
0,42,0,0,93109,10986,2,1,36.96,0,1,24,1,0,0,0,0,0,0,1,0,50.95,123.05,0.0,0,73.92,196.97,3,0,5968,True,False,False,False,False,True,False
1,37,0,0,93111,16477,19,0,0.0,0,1,6,0,0,0,0,0,0,0,1,1,25.15,468.35,0.0,0,0.0,468.35,4,0,3784,True,False,False,False,False,False,False
1,22,1,3,93117,49975,7,1,49.83,0,0,0,0,0,0,0,0,0,0,0,1,20.25,174.7,0.0,0,348.81,523.51,5,0,3149,False,False,True,False,False,False,False
0,59,1,3,93203,16206,9,1,12.55,0,0,0,0,0,0,0,0,0,0,0,0,20.25,172.35,0.0,0,112.95,285.3,5,0,4272,False,False,True,True,False,True,False
0,42,0,0,93206,2078,5,1,24.83,0,1,26,1,0,1,0,0,0,0,1,0,55.8,300.4,0.0,0,124.15,424.5499999999999,4,0,5104,True,False,False,False,False,True,False
0,49,1,1,93207,226,56,1,12.97,0,1,28,0,0,0,0,1,1,1,1,0,88.9,4968.0,0.0,0,726.32,5694.32,5,0,4170,False,True,False,True,False,False,False
0,25,0,2,93208,191,18,1,17.51,1,1,30,1,0,0,0,0,0,0,1,0,57.65,992.7,0.0,0,315.18,1307.88,3,0,3425,True,False,False,False,False,True,False
1,40,1,0,93212,23506,70,1,39.35,1,1,2,1,1,1,1,1,0,0,1,0,79.15,5536.5,0.0,0,2754.5,8291.0,4,0,4408,True,False,False,False,True,True,False
0,19,0,0,93215,37280,72,1,10.05,1,1,82,0,1,1,1,1,1,1,1,1,108.05,7806.6,0.0,0,723.6,8530.2,3,0,5430,False,True,False,False,True,True,False
1,43,1,0,93221,13333,29,0,0.0,0,1,15,0,0,0,0,1,1,1,0,1,45.9,1332.4,0.0,20,0.0,1352.4,4,0,5074,True,False,False,False,False,False,False
1,35,1,0,93223,8644,63,1,2.72,1,1,22,0,0,1,0,1,1,1,1,0,102.6,6296.75,0.0,0,171.36,6468.11,5,0,4004,False,True,False,False,True,False,False
1,46,0,0,93225,4498,59,1,9.7,0,1,6,0,0,1,0,0,1,1,1,1,61.35,3645.5,0.0,0,572.3,4217.8,3,0,6250,True,False,False,True,False,False,False
0,21,0,0,93226,296,3,1,48.3,0,1,42,0,0,1,0,1,0,0,1,0,57.55,161.45,0.0,0,144.89999999999998,306.34999999999997,3,0,4099,False,False,False,False,False,False,False
0,57,0,0,93230,53204,8,0,0.0,0,1,2,0,1,0,0,0,0,0,1,1,29.25,226.95,0.0,0,0.0,226.95,3,0,2038,True,False,False,False,False,True,False
0,37,0,0,93235,4517,68,1,32.99,0,0,0,0,0,0,0,0,0,0,0,0,19.6,1441.65,0.0,0,2243.32,3684.97,4,0,6161,False,False,True,False,True,True,False
0,40,1,3,93238,1873,68,1,14.11,1,1,57,1,0,1,1,1,1,1,1,0,111.75,7511.3,0.0,0,959.48,8470.78,4,0,4967,False,True,False,False,True,True,False
1,29,1,1,93240,5564,72,1,41.94,1,1,85,1,1,0,1,1,1,1,1,1,107.7,7919.8,0.0,0,3019.68,10939.48,4,0,4351,False,True,False,False,True,True,False
0,42,1,0,93241,15364,32,1,45.26,0,0,0,0,0,0,0,0,0,0,0,0,19.3,593.2,0.0,0,1448.32,2041.52,5,0,5817,False,False,True,True,False,True,False
0,44,1,0,93242,2900,72,1,47.24,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1423.65,0.0,0,3401.28,4824.93,3,0,4747,False,False,True,False,True,False,False
1,46,1,1,93243,1247,1,1,11.45,0,1,14,0,0,0,0,0,0,0,1,1,69.95,69.95,0.0,0,11.45,81.4,3,0,5133,False,True,False,False,False,True,False
1,29,1,3,93244,293,42,1,44.95,0,1,69,1,0,0,1,0,1,1,1,0,63.7,2763.35,0.0,0,1887.9,4651.25,4,0,3764,True,False,False,True,False,True,False
1,45,0,0,93247,15508,45,1,19.39,0,1,16,1,0,0,0,0,0,0,1,1,50.9,2298.55,0.0,0,872.5500000000001,3171.1000000000004,3,0,5274,True,False,False,False,False,False,False
0,46,1,2,93249,2502,43,0,0.0,0,1,10,1,0,1,1,1,1,1,0,1,60.4,2640.55,0.0,100,0.0,2740.55,3,0,2725,True,False,False,True,False,True,False
1,43,1,0,93250,10781,37,1,9.26,1,1,28,1,0,1,0,1,1,1,1,0,79.25,2911.8,0.0,0,342.62,3254.42,3,0,2322,True,False,False,True,False,True,False
1,46,1,0,93254,798,63,1,3.18,0,1,15,1,1,1,1,1,1,1,1,1,110.1,6705.7,0.0,0,200.34,6906.04,3,0,6216,False,True,False,False,True,True,False
1,47,0,0,92592,46171,3,1,5.39,0,1,10,0,0,0,0,1,1,1,1,0,90.7,237.65,0.0,0,16.169999999999998,253.82,4,0,3953,False,True,False,False,False,True,False
1,59,1,3,93256,4198,66,1,38.55,1,0,0,0,0,0,0,0,0,0,0,1,25.3,1672.35,0.0,0,2544.2999999999997,4216.65,5,0,5617,False,False,True,False,True,True,False
1,36,0,3,93261,2956,71,1,4.89,1,0,0,0,0,0,0,0,0,0,0,0,24.35,1654.6,0.0,0,347.19,2001.79,4,0,4155,False,False,True,False,True,True,False
0,43,1,2,93263,15177,72,1,35.62,1,0,0,0,0,0,0,0,0,0,0,0,25.1,1857.85,0.0,0,2564.64,4422.49,4,0,5611,False,False,True,False,True,False,False
1,43,1,0,93266,1729,66,1,36.55,1,1,20,1,1,1,1,0,0,0,1,0,96.6,6424.25,0.0,0,2412.2999999999997,8836.55,3,0,4454,False,True,False,False,True,True,False
1,22,0,0,93268,14937,51,1,34.75,1,1,59,1,1,1,1,1,0,0,1,1,81.15,4126.2,0.0,0,1772.25,5898.45,4,0,4549,False,False,False,True,False,True,False
0,22,0,1,93270,5868,8,0,0.0,0,1,51,1,0,0,0,0,1,1,1,1,38.5,330.8,0.0,0,0.0,330.8,3,0,4194,True,False,False,False,False,False,False
1,47,0,0,93271,2318,14,1,27.8,0,1,17,0,0,0,0,1,1,1,1,1,92.9,1337.45,0.0,0,389.2,1726.65,3,0,4296,False,True,False,False,False,False,False
0,44,0,0,93274,56101,70,1,16.93,1,1,10,1,1,1,0,1,1,1,1,0,84.7,5991.05,0.0,0,1185.1,7176.15,4,0,4180,True,False,False,False,True,True,False
0,54,0,3,93276,236,70,1,16.75,1,1,57,1,1,0,1,0,0,0,0,0,66.0,4891.5,0.0,90,1172.5,6154.0,3,0,5265,True,False,False,False,True,False,False
1,40,0,0,93283,1935,24,1,47.51,0,0,0,0,0,0,0,0,0,0,0,0,20.75,487.05,0.0,0,1140.24,1627.29,3,0,4117,False,False,True,False,True,True,False
0,27,1,0,93285,2515,69,1,2.73,0,1,69,0,1,0,0,0,1,1,1,1,61.45,4131.2,0.0,0,188.37,4319.57,5,0,4162,True,False,False,False,True,True,False
1,30,1,1,93286,8870,42,1,18.93,0,1,73,1,1,0,0,0,0,0,1,0,54.5,2301.15,0.0,0,795.06,3096.21,4,0,3449,True,False,False,False,False,True,False
1,62,1,3,93292,30395,45,1,7.48,1,1,27,0,1,1,1,1,1,1,1,1,109.75,4900.65,0.0,0,336.6,5237.25,3,0,4221,False,True,False,False,True,False,False
1,55,1,2,93301,12963,72,1,9.3,1,1,12,1,1,1,1,1,0,0,1,1,80.85,5727.45,0.0,0,669.6,6397.05,3,0,6067,True,False,False,False,True,False,False
0,43,0,0,93304,44588,38,1,43.19,0,0,0,0,0,0,0,0,0,0,0,0,20.3,743.05,0.0,0,1641.2199999999998,2384.2699999999995,5,0,5919,False,False,True,False,True,True,False
1,46,1,0,93305,35643,72,1,15.52,1,1,6,1,1,1,1,0,0,0,1,1,67.8,4804.65,0.0,0,1117.44,5922.09,3,0,5242,False,False,False,False,True,False,False
1,54,1,2,93307,59195,72,1,38.84,0,0,0,0,0,0,0,0,0,0,0,1,19.8,1414.65,0.0,0,2796.4800000000005,4211.130000000001,4,0,5027,False,False,True,False,True,True,False
1,54,1,0,93308,44915,55,1,12.21,1,0,0,0,0,0,0,0,0,0,0,0,25.7,1443.65,0.0,0,671.5500000000001,2115.2000000000003,4,0,6228,False,False,True,False,True,False,False
0,42,1,3,93309,58632,51,0,0.0,0,1,76,0,0,1,1,1,1,1,1,1,56.15,2898.95,0.0,0,0.0,2898.95,5,0,4132,True,False,False,True,False,False,False
1,24,0,0,93311,20440,63,1,29.58,0,1,47,1,1,1,1,1,1,1,1,1,86.7,5309.5,0.0,0,1863.54,7173.04,3,0,5841,True,False,False,False,True,False,False
0,29,0,0,93312,40836,1,1,45.91,0,0,0,0,0,0,0,0,0,0,0,0,20.4,20.4,0.0,0,45.91,66.31,5,0,2152,False,False,True,False,False,True,False
0,24,1,3,93313,25126,23,1,1.88,0,0,0,0,0,0,0,0,0,0,0,1,19.65,451.55,0.0,0,43.239999999999995,494.79,4,0,4896,False,False,True,False,True,True,False
0,38,0,0,93402,14859,2,1,25.81,1,1,7,0,0,0,1,0,0,0,1,1,54.35,117.05,0.0,0,51.62,168.67,5,0,4916,False,False,False,False,False,True,False
0,40,0,0,93420,24499,36,1,25.95,1,1,21,1,0,0,0,0,0,0,1,0,54.45,1893.5,0.0,0,934.2,2827.7,3,0,4462,True,False,False,True,False,True,False
0,39,0,0,93422,29539,1,1,12.46,0,1,14,0,0,0,0,0,0,0,1,0,45.35,45.35,0.0,0,12.46,57.81,4,0,3980,True,False,False,False,False,True,False
0,35,0,0,93424,812,28,1,33.05,1,1,7,1,0,1,0,0,0,0,1,0,59.0,1654.45,0.0,0,925.4,2579.85,4,0,4891,False,False,False,True,False,True,False
0,39,1,3,93426,1363,7,1,18.91,0,1,29,1,1,1,0,1,0,0,1,0,69.45,477.05,0.0,0,132.37,609.4200000000001,3,0,3334,True,False,False,True,False,False,False
0,60,0,0,93430,3220,10,1,41.04,0,0,0,0,0,0,0,0,0,0,0,0,18.85,163.2,0.0,0,410.4,573.5999999999999,3,0,5949,False,False,True,False,False,True,False
1,55,0,0,93432,1203,42,1,38.74,0,0,0,0,0,0,0,0,0,0,0,0,19.8,849.9,0.0,0,1627.0800000000002,2476.98,3,0,3575,False,False,True,True,False,False,False
0,42,0,0,93433,13106,7,0,0.0,0,1,4,0,0,0,0,0,0,0,1,0,25.05,189.95,0.0,0,0.0,189.95,4,0,4404,True,False,False,False,False,False,False
1,43,1,1,93436,51737,72,1,15.94,1,1,13,1,1,1,1,1,1,1,1,1,114.3,8058.55,0.0,0,1147.68,9206.23,3,0,5879,False,True,False,False,True,True,False
1,36,0,0,93440,1328,63,1,13.14,0,1,17,1,1,1,1,1,1,1,1,0,109.2,7049.75,0.0,0,827.82,7877.57,4,0,4273,False,True,False,False,True,True,False
0,39,0,0,93441,1317,56,0,0.0,0,1,19,1,1,1,1,0,0,0,1,0,45.05,2560.1,0.0,0,0.0,2560.1,3,0,5795,True,False,False,False,True,False,False
0,22,0,1,93442,10909,5,1,40.03,0,1,52,0,0,0,1,0,0,0,0,1,51.0,286.8,0.0,0,200.15,486.9500000000001,4,0,2789,True,False,False,False,False,True,False
0,33,1,0,93444,15405,72,1,46.23,1,1,18,0,1,1,1,1,1,1,1,1,110.45,7982.5,0.0,0,3328.56,11311.06,4,0,6030,False,True,False,False,True,False,False
1,43,1,2,93446,35586,67,1,6.53,0,1,19,1,1,0,1,0,0,0,1,0,60.05,3994.05,0.0,0,437.51,4431.56,4,0,6148,False,False,False,True,False,True,False
1,45,1,3,93449,8564,8,1,30.77,0,1,75,0,0,0,0,0,0,0,1,0,44.65,369.15,0.0,0,246.16,615.31,3,0,5724,True,False,False,False,False,False,False
1,49,1,1,93450,670,52,1,11.3,1,1,10,0,1,0,1,0,1,1,1,1,93.25,4631.7,0.0,0,587.6,5219.3,3,0,4740,False,True,False,False,False,False,False
0,29,1,1,93451,2666,18,1,35.44,0,0,0,0,0,0,0,0,0,0,0,1,20.25,401.95,0.0,0,637.92,1039.87,4,0,2429,False,False,True,False,False,True,False
0,40,1,2,93452,471,59,1,42.37,1,0,0,0,0,0,0,0,0,0,0,0,25.45,1534.05,0.0,0,2499.83,4033.88,4,0,4746,False,False,True,False,True,True,False
0,60,0,0,93453,2687,60,1,47.07,0,0,0,0,0,0,0,0,0,0,0,0,20.6,1093.0,0.0,0,2824.2,3917.2,3,0,4192,False,False,True,False,True,True,False
1,55,0,0,93454,30540,7,1,7.37,1,1,6,0,0,0,0,1,1,1,1,1,94.1,701.3,0.0,0,51.59,752.89,5,0,5259,False,True,False,False,False,False,False
1,59,1,2,93455,37364,59,0,0.0,0,1,19,1,0,1,0,0,0,0,1,0,34.8,1980.3,0.0,0,0.0,1980.3,4,0,6300,True,False,False,True,False,True,False
1,33,0,0,93458,43684,46,0,0.0,0,1,13,1,0,1,1,1,1,1,1,1,60.75,2893.4,0.0,0,0.0,2893.4,4,0,2694,True,False,False,False,True,False,False
1,39,0,0,93460,5710,5,1,17.16,0,1,7,0,1,0,0,0,0,0,1,1,51.35,262.3,0.0,0,85.8,348.1,5,0,2893,True,False,False,False,False,False,False
0,53,1,0,93463,7958,70,1,9.28,1,1,24,0,1,1,1,1,1,1,0,1,84.8,5917.55,0.0,120,649.5999999999999,6687.15,4,0,4032,True,False,False,False,True,False,False
0,64,0,0,93501,4882,44,1,18.42,1,1,22,0,0,0,0,0,0,0,1,1,50.15,2139.1,0.0,0,810.48,2949.58,3,0,5790,True,False,False,False,False,True,False
0,45,1,0,93505,8316,64,1,1.27,1,1,13,1,0,1,0,1,0,0,1,1,94.6,5948.7,0.0,0,81.28,6029.98,4,0,5038,False,True,False,False,True,True,False
0,25,1,3,93510,7831,58,0,0.0,0,1,59,1,0,1,1,1,1,1,1,0,59.75,3624.35,0.0,0,0.0,3624.35,3,0,4678,True,False,False,False,True,True,False
0,26,1,0,93514,13309,72,1,28.59,1,1,58,0,1,0,0,1,1,1,1,1,97.7,6869.7,0.0,0,2058.48,8928.18,5,0,5406,False,True,False,False,True,True,False
1,51,0,0,93522,64,54,0,0.0,0,1,7,1,1,0,0,0,1,1,1,0,46.2,2431.95,0.0,0,0.0,2431.95,3,0,6143,True,False,False,False,True,False,False
0,42,1,3,93526,734,72,1,18.21,1,0,0,0,0,0,0,0,0,0,0,0,24.9,1859.2,0.0,0,1311.12,3170.32,3,0,5192,False,False,True,False,True,True,False
1,29,1,3,93529,618,54,1,36.09,1,1,59,0,0,1,0,0,1,1,1,0,63.35,3409.1,0.0,0,1948.86,5357.96,3,0,4232,True,False,False,False,True,True,False
0,19,0,0,93530,71,14,1,36.22,0,1,59,1,0,0,0,0,0,0,1,0,50.1,709.5,0.0,0,507.08,1216.58,3,0,2331,False,False,False,False,False,False,False
0,63,0,0,93534,35109,1,1,38.33,0,1,24,1,0,0,0,0,0,0,0,0,50.15,50.15,0.0,50,38.33,138.48000000000002,3,0,4421,True,False,False,False,False,False,False
1,22,0,0,93536,49309,56,1,48.32,1,1,59,1,1,0,1,0,0,0,1,1,64.65,3665.55,0.0,0,2705.92,6371.47,3,0,4656,True,False,False,True,False,False,False
0,38,1,0,93541,504,68,1,47.95,0,1,14,1,1,0,1,1,1,1,1,1,79.6,5515.8,0.0,0,3260.6000000000004,8776.400000000001,4,0,5601,True,False,False,False,True,False,False
0,58,1,1,93543,11198,14,1,41.05,0,0,0,0,0,0,0,0,0,0,0,1,19.5,272.0,0.0,0,574.6999999999999,846.6999999999999,3,0,2993,False,False,True,True,False,True,False
1,38,1,3,93544,1220,68,1,38.75,0,1,28,1,0,0,1,1,1,1,1,1,99.55,6668.0,0.0,0,2635.0,9303.0,3,0,4319,False,True,False,False,True,False,False
0,34,0,0,93546,8217,16,0,0.0,0,1,30,1,0,0,0,1,0,0,1,1,38.9,664.4,0.0,0,0.0,664.4,3,0,3300,True,False,False,False,False,False,False
1,37,0,0,93552,25370,53,0,0.0,0,1,24,1,1,0,0,0,1,1,1,1,46.3,2546.85,0.0,0,0.0,2546.85,3,0,6245,True,False,False,False,False,False,False
1,58,1,0,93553,1613,70,1,48.0,1,1,13,1,1,1,0,1,0,0,1,1,99.35,6944.5,0.0,0,3360.0,10304.5,3,0,4120,False,True,False,False,True,True,False
0,23,1,0,93560,14931,10,1,38.03,1,1,42,1,0,0,0,0,0,0,1,1,78.15,765.15,0.0,0,380.3,1145.45,3,0,3403,False,True,False,False,False,True,False
0,62,1,2,93561,25805,29,1,5.35,1,0,0,0,0,0,0,0,0,0,0,0,26.1,692.55,0.0,0,155.14999999999998,847.6999999999999,3,0,2828,False,False,True,False,True,True,False
0,23,0,0,93602,3464,30,0,0.0,0,1,42,0,0,0,1,0,1,1,1,1,40.35,1187.05,0.0,0,0.0,1187.05,4,0,5455,False,False,False,True,False,True,False
0,21,1,0,93603,273,72,1,22.41,1,1,59,1,1,1,1,1,0,0,0,0,79.2,5401.9,0.0,20,1613.52,7035.42,4,0,4288,True,False,False,False,True,True,False
0,27,0,0,93604,613,10,1,12.39,0,0,0,0,0,0,0,0,0,0,0,1,20.9,247.0,0.0,0,123.9,370.9,5,0,4905,False,False,True,False,False,True,False
0,39,0,3,93608,1766,1,1,9.0,0,1,53,1,0,0,0,0,0,0,1,0,49.9,49.9,0.0,0,9.0,58.9,3,0,5969,False,False,False,False,False,True,False
0,44,0,0,93609,5446,20,1,22.75,1,1,11,0,1,0,1,0,1,1,1,1,68.9,1370.35,0.0,0,455.0,1825.35,5,0,3265,False,False,False,False,False,True,False
0,42,0,0,93610,19391,1,1,28.18,0,0,0,0,0,0,0,0,0,0,0,1,20.25,20.25,0.0,0,28.18,48.43,4,0,5854,False,False,True,False,False,True,False
0,24,0,0,93611,46858,29,1,7.01,1,1,42,0,0,0,0,0,0,0,1,1,76.0,2215.25,0.0,0,203.29,2418.54,3,0,5324,False,True,False,False,False,True,False
1,34,0,0,93612,33856,1,1,23.7,0,1,25,0,0,0,1,0,0,0,1,0,74.0,74.0,0.0,0,23.7,97.7,4,0,4148,False,True,False,False,False,False,False
1,61,0,0,93614,9395,3,1,44.97,0,1,16,1,0,0,1,0,0,0,0,1,82.3,214.4,0.0,20,134.91,369.31,4,0,5755,False,True,False,False,False,True,False
0,48,0,0,93615,5519,20,1,30.52,0,1,21,1,0,1,0,1,0,0,1,1,89.4,1871.15,0.0,0,610.4,2481.55,4,0,2098,False,True,False,False,False,False,False
1,31,0,1,93616,1965,64,1,22.41,0,1,24,0,1,0,1,1,1,1,1,1,99.15,6171.2,0.0,0,1434.24,7605.44,5,0,4590,False,True,False,False,False,True,False
0,22,0,0,93620,9388,6,0,0.0,0,1,52,1,0,0,0,0,0,0,1,0,29.45,161.45,0.0,0,0.0,161.45,3,0,4391,False,False,False,False,False,False,False
1,55,1,0,93621,506,50,1,1.87,0,0,0,0,0,0,0,0,0,0,0,0,19.8,1013.2,0.0,0,93.5,1106.7,4,0,5914,False,False,True,False,True,False,False
1,60,0,0,93622,9491,6,1,20.11,0,1,5,1,0,0,0,0,1,1,1,1,59.15,336.7,0.0,0,120.66,457.36,3,0,3613,True,False,False,False,False,False,False
1,42,1,1,93623,77,7,1,28.7,0,1,17,0,0,0,0,0,0,0,1,0,44.75,333.65,0.0,0,200.9,534.55,5,0,4699,True,False,False,False,False,False,False
1,22,1,1,93624,1852,72,1,23.7,1,1,59,0,0,1,0,0,1,1,0,1,90.8,6511.8,0.0,60,1706.4,8278.2,3,0,6188,False,True,False,False,True,True,False
1,24,1,0,93625,5635,8,1,2.38,0,1,53,0,1,0,0,0,0,0,1,1,49.55,393.45,0.0,0,19.04,412.49,5,0,5922,True,False,False,False,False,False,False
0,35,1,2,93626,1125,67,1,40.35,1,1,16,1,0,0,1,1,1,1,1,0,106.7,7009.5,0.0,0,2703.4500000000003,9712.95,3,0,4780,False,True,False,False,True,True,False
0,22,1,0,93628,93,72,1,22.74,1,1,48,1,1,0,0,0,1,1,1,1,94.45,6921.7,0.0,0,1637.28,8558.98,4,0,5274,False,True,False,False,True,True,False
1,25,1,1,93630,14062,33,1,5.86,0,0,0,0,0,0,0,0,0,0,0,1,19.45,600.25,0.0,0,193.38,793.63,5,0,3470,False,False,True,True,False,False,False
1,41,1,0,93634,52,70,1,24.93,0,1,15,1,1,0,1,0,1,1,1,0,67.95,4664.15,0.0,0,1745.1,6409.25,3,0,5514,True,False,False,False,True,True,False
0,22,0,0,93635,29124,22,1,1.74,0,1,85,0,1,1,0,1,0,0,1,0,65.25,1441.8,0.0,0,38.28,1480.08,5,0,5146,True,False,False,True,False,False,False
0,54,0,0,93637,28434,59,1,39.42,1,1,12,1,1,1,0,0,1,1,0,1,99.45,5623.7,0.0,30,2325.78,7979.48,3,0,5247,False,True,False,False,False,False,False
1,37,0,0,93638,49247,36,1,12.72,0,0,0,0,0,0,0,0,0,0,0,1,20.35,695.85,0.0,0,457.92,1153.77,5,0,3526,False,False,True,True,False,True,False
0,60,1,1,92027,48690,51,1,14.54,0,0,0,0,0,0,0,0,0,0,0,0,19.95,1028.75,0.0,0,741.54,1770.29,4,0,4057,False,False,True,False,True,True,False
1,52,1,0,93641,571,53,1,47.55,1,1,13,1,0,1,1,1,0,0,1,0,77.4,4155.95,0.0,0,2520.1499999999996,6676.099999999999,4,0,5313,True,False,False,True,False,False,False
0,50,1,3,93643,3376,20,1,7.31,0,0,0,0,0,0,0,0,0,0,0,0,19.7,395.6,0.0,0,146.2,541.8,5,0,4910,False,False,True,True,False,False,False
1,46,1,0,93644,8521,63,1,26.81,0,1,6,1,0,1,0,1,1,1,1,0,99.7,6330.4,0.0,0,1689.03,8019.429999999999,3,0,5135,False,True,False,False,True,True,False
0,50,0,0,93645,173,40,1,18.57,0,1,15,0,1,0,0,0,0,0,1,0,74.8,2971.7,0.0,0,742.8,3714.5,3,0,3258,False,True,False,False,False,True,False
1,53,0,0,93646,8449,35,1,7.74,0,0,0,0,0,0,0,0,0,0,0,1,19.15,638.0,0.0,0,270.90000000000003,908.9,3,0,4052,False,False,True,True,False,True,False
1,54,1,3,93647,9780,26,1,24.17,0,1,75,0,0,0,0,0,1,1,1,0,78.95,2034.25,0.0,0,628.4200000000001,2662.67,3,0,4237,False,True,False,True,False,False,False
1,20,0,2,93650,3258,53,1,47.81,0,1,59,1,1,0,1,0,0,0,1,0,62.85,3419.5,0.0,0,2533.9300000000003,5953.43,4,0,6281,False,False,False,True,False,True,False
1,48,1,0,93653,972,43,1,7.63,0,1,20,1,1,1,0,0,0,0,1,1,86.1,3551.65,0.0,0,328.09,3879.74,3,0,2358,False,True,False,False,False,True,False
1,48,1,3,93654,25923,6,1,36.54,0,0,0,0,0,0,0,0,0,0,0,0,19.55,122.9,0.0,0,219.24,342.14,3,0,3072,False,False,True,False,False,True,False
1,48,0,3,93656,5729,56,1,22.47,1,0,0,0,0,0,0,0,0,0,0,1,24.8,1424.2,0.0,0,1258.32,2682.52,3,0,4262,False,False,True,False,True,True,False
1,63,1,1,93660,4318,34,1,5.65,0,1,26,0,0,1,0,1,0,0,1,1,84.05,2909.95,0.0,0,192.1,3102.0499999999997,3,0,3476,False,True,False,False,False,True,False
0,33,0,0,93662,26213,10,0,0.0,0,1,23,0,1,0,1,0,0,0,1,0,36.25,374.0,0.0,0,0.0,374.0,3,0,4571,True,False,False,False,False,False,False
1,62,0,0,93666,306,56,1,10.99,1,1,28,0,1,0,0,1,1,1,1,0,98.6,5581.05,0.0,0,615.44,6196.49,3,0,5601,False,True,False,False,False,False,False
0,54,1,0,93667,2633,55,1,33.66,1,1,25,0,1,1,0,1,1,1,1,1,103.65,5676.65,0.0,0,1851.2999999999995,7527.949999999999,5,0,4768,False,True,False,False,False,True,False
0,23,1,2,93668,1130,36,1,40.54,1,1,59,1,1,1,1,1,1,1,1,1,92.9,3379.25,0.0,0,1459.44,4838.6900000000005,3,0,3570,False,False,False,False,True,True,False
1,26,1,0,93669,327,47,1,43.2,0,0,0,0,0,0,0,0,0,0,0,0,19.9,942.95,0.0,0,2030.4,2973.3500000000004,5,0,5394,False,False,True,True,False,False,False
